sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
张茂，字子培，直隶苏州府嘉定县人，民籍，明朝政治人物、进士出身。,"Zhang Mao, Zizi Pei, Zili, Su Zhoufu, Jia Ding, and Li Jian Ming Ji, Ming Cao, Zhuang Zhirong, and Jin Shi, Chu Chen","Zhang Mao, style name as Zipei, a native in Jiading County, Suzhou Prefecture, Zhili, citizenship, was a political figure and Jinshi in the Ming Dynasty.",张茂 字子培 直隶苏州府嘉定县人 民籍 明朝政治人物 进士出身,zhang mao zizi pei zili su zhoufu jia ding and li jian ming ji ming cao zhuang zhirong and jin shi chu chen,zhang mao style name as zipei a native in jiading county suzhou prefecture zhili citizenship was a political figure and jinshi in the ming dynasty,4363.90380191803
肖特维尔是一个位于美国阿拉巴马州亨利县的非建制地区。,Xiaata Bay is a US-made siamo تج Sammy finalsular boiler room,"Shorterville is an unincorporated area located in Henry County, Alabama, United States.",肖特维尔是一个位于美国阿拉巴马州亨利县的非建制地区,xiaata bay is a us made siamo تج sammy finalsular boiler room,shorterville is an unincorporated area located in henry county alabama united states,4363.90380191803
党外可以指：,then shut the top,Non party members may refer to:,党外可以指,then shut the top,non party members may refer to,4363.90380191803
康熙四十五年，担任广东广州府永安县知县。,the,"In the forty fifth year of Kangxi, served as the magistrate of Yongan County, Guangzhou, Guangdong Province.",康熙四十五年 担任广东广州府永安县知县,the,in the forty fifth year of kangxi served as the magistrate of yongan county guangzhou guangdong province,4363.90380191803
张应元，字子贞，直隶徽州府休宁县人，民籍，明朝政治人物、进士出身。,"Zhang Ying Yuan, Zizhou Zhen, Zhili, Hui Zhou Fu, Xioning County, Ming Ji, Ming Cao, Zheng Zhi, Ren Wu, Jin Shi, Shu Shuai","Zhang Yingyuan, courtesy name Zizhen, born in Xiuning County, Huizhou Prefecture, is a citizen of the Ming Dynasty and Jinshi.",张应元 字子贞 直隶徽州府休宁县人 民籍 明朝政治人物 进士出身,zhang ying yuan zizhou zhen zhili hui zhou fu xioning county ming ji ming cao zheng zhi ren wu jin shi shu shuai,zhang yingyuan courtesy name zizhen born in xiuning county huizhou prefecture is a citizen of the ming dynasty and jinshi,4363.90380191803
太清三年北随郡被西魏占领。,Strait of settlements Instant,"In the third year of the Taiqing, it is was occupied by the Western Wei Dynasty.",太清三年北随郡被西魏占领,strait of settlements instant,in the third year of the taiqing it is was occupied by the western wei dynasty,4363.90380191803
阿里斯托斯·卡斯米罗格罗是希腊法理学家和阿索斯山自治修道院州的总督。,I drew me a write of a paper about 28 years ago,"Aristos Kasmiroglou is a Greek jurist and current civil governor of the autonomous Monastic State of Mount Athos, in Greece.",阿里斯托斯 卡斯米罗格罗是希腊法理学家和阿索斯山自治修道院州的总督,i drew me a write of a paper about 28 years ago,aristos kasmiroglou is a greek jurist and current civil governor of the autonomous monastic state of mount athos in greece,4363.90380191803
经费来自池作基神父的国外募款，以及教友变卖稻谷所得。,"range of approaching babies,","Financial support from funds raised overseas by Father Tschirky, also from church goers sales on rice and wheat.",经费来自池作基神父的国外募款 以及教友变卖稻谷所得,range of approaching babies,financial support from funds raised overseas by father tschirky also from church goers sales on rice and wheat,4363.90380191803
在戴顿大学获得学士学位，并获得硕士和博士学位。,aka master and master,"Received bachelor's degree, master's and doctorate degrees from University of Dayton.",在戴顿大学获得学士学位 并获得硕士和博士学位,aka master and master,received bachelor s degree master s and doctorate degrees from university of dayton,4363.90380191803
嘉靖四十四年，登进士第三甲第一百二十八名。,nationalist 44 year,"In the forty fourth year of Jiajing, won the one hundred and twenty eighth place of Jinshi at the third round.",嘉靖四十四年 登进士第三甲第一百二十八名,nationalist 44 year,in the forty fourth year of jiajing won the one hundred and twenty eighth place of jinshi at the third round,4363.90380191803
已知与阿颜德陨石相似的陨石有许多，但都很小，研究也不多。,J has many theories because it has not creo less reason,"It is known that there are many meteorites similar to Allende meteorite, but they are all very small and have not been studied much.",已知与阿颜德陨石相似的陨石有许多 但都很小 研究也不多,j has many theories because it has not creo less reason,it is known that there are many meteorites similar to allende meteorite but they are all very small and have not been studied much,4363.90380191803
讷萨格昂皮塔内勒是法国康塔尔省的一个市镇，位于该省中东部，属于圣弗卢尔区。,These Sports finals will be one of the main values to get a Japanese級 and Kanape Collection smartphone U23 in tournaments. What investors insecond Nation Onekai Passport,"Neussargues en Pinatelle is a town in the central and eastern part of Cantal Province, France, belonging to the District of Saint-Flour.",讷萨格昂皮塔内勒是法国康塔尔省的一个市镇 位于该省中东部 属于圣弗卢尔区,these sports finals will be one of the main values to get a japanese級 and kanape collection smartphone u23 in tournaments what investors insecond nation onekai passport,neussargues en pinatelle is a town in the central and eastern part of cantal province france belonging to the district of saint flour,4363.90380191803
万历十四年，登第二甲第十四名进士。,"14th of 11th of 12th of July, we meet our members as a spoonful.","Completed Imperial Court exam in the second rank in 14th place, in Wenli 14th year.",万历十四年 登第二甲第十四名进士,14th of 11th of 12th of july we meet our members as a spoonful,completed imperial court exam in the second rank in 14th place in wenli 14th year,4363.90380191803
本列表为科摩罗驻中华人民共和国历任大使名录。,"Plenty of majestygery in Named to be valid, so that we can become d셨 in our honor launched Yan",This list is a list of past ambassadors of Comoros to the People's Republic of China.,本列表为科摩罗驻中华人民共和国历任大使名录,plenty of majestygery in named to be valid so that we can become d셨 in our honor launched yan,this list is a list of past ambassadors of comoros to the people s republic of china,4363.90380191803
曾祖父晁旺；祖父晁德龙，曾任封翰林院检讨；父亲晁瑮，曾任翰林院检讨。,��루ationalottowealth첩또 Wake up,"Great Grandfather Chao Wong, Grandfather Chao Delong both were once Hanlin Academy appoint Reviewers; Father Chao Li, was Hanlin Reviewer.",曾祖父晁旺 祖父晁德龙 曾任封翰林院检讨 父亲晁瑮 曾任翰林院检讨,루ationalottowealth첩또 wake up,great grandfather chao wong grandfather chao delong both were once hanlin academy appoint reviewers father chao li was hanlin reviewer,4363.90380191803
有民族学家认为，起初这个习俗是为了提醒人们生死轮回，善恶平衡，喜怒交替。,"I have studied Indonesia because this West's master came after reading the history of Renmin, 있었 the 我們以前, the�'a Rin Bun Scholar, learned his newest history in其实","Some ethnologists believe that at first this custom was to remind people of the reincarnation of life and death, the balance of good and evil, and the alternation of happiness and anger.",有民族学家认为 起初这个习俗是为了提醒人们生死轮回 善恶平衡 喜怒交替,i have studied indonesia because this west s master came after reading the history of renmin 있었 the 我們以前 the a rin bun scholar learned his newest history in其实,some ethnologists believe that at first this custom was to remind people of the reincarnation of life and death the balance of good and evil and the alternation of happiness and anger,4363.90380191803
