sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
但这些在原法律法规框架内的改良，未能从根本上缓解安置矛盾。,But these improvements in the framework of the original legal rules have not been able to solve the conflict fundamentally.,"However, these improvements within the framework of the original laws and regulations failed to fundamentally alleviate the resettlement conflict.",但这些在原法律法规框架内的改良 未能从根本上缓解安置矛盾,but these improvements in the framework of the original legal rules have not been able to solve the conflict fundamentally,however these improvements within the framework of the original laws and regulations failed to fundamentally alleviate the resettlement conflict,4191.862732887268
凯利有一个双胞胎姐妹，职业是游戏设计师。,Kylie has a twin sister and is a professional game designer.,Kelly has a twin sister who works as a game designer.,凯利有一个双胞胎姐妹 职业是游戏设计师,kylie has a twin sister and is a professional game designer,kelly has a twin sister who works as a game designer,4191.862732887268
万历十四年，登进士第三甲第一百十名。,"In 1914, Wanli was ranked third in imperial exams as last by 110th place in the chart.","Fourteenth year of Wanli, achieved one hundred and tenth place in the third rank scholars.",万历十四年 登进士第三甲第一百十名,in 1914 wanli was ranked third in imperial exams as last by 110th place in the chart,fourteenth year of wanli achieved one hundred and tenth place in the third rank scholars,4191.862732887268
牌楼东侧残存有两组牌坊石柱，墓群基本被毁。,There are two groups of ten houses in the east of the rowing building. The wooden group was basically destroyed.,"Two sets pillar stone plagues remained at the East of the archway, tomb clusters were otherwise destroyed.",牌楼东侧残存有两组牌坊石柱 墓群基本被毁,there are two groups of ten houses in the east of the rowing building the wooden group was basically destroyed,two sets pillar stone plagues remained at the east of the archway tomb clusters were otherwise destroyed,4191.862732887268
性罢工的非暴力罢工手段。,Non-violent abduction hands of the Japanese,Sex strike is the non violent means of strike.,性罢工的非暴力罢工手段,non violent abduction hands of the japanese,sex strike is the non violent means of strike,4191.862732887268
共和国成立之后，由于广州城区再向东郊继续扩展，原先淘金坑的地方因此也发展迅速。,"After the establishment of the Republic of China, due to the expansion of the Guangzhou city area towards the eastern suburb, the original Taojinkeng place also developed rapidly.","After the founding of the Republic, as the urban area of Guangzhou continued to expand to the eastern suburbs, the place where the gold pits were originally also developed rapidly.",共和国成立之后 由于广州城区再向东郊继续扩展 原先淘金坑的地方因此也发展迅速,after the establishment of the republic of china due to the expansion of the guangzhou city area towards the eastern suburb the original taojinkeng place also developed rapidly,after the founding of the republic as the urban area of guangzhou continued to expand to the eastern suburbs the place where the gold pits were originally also developed rapidly,4191.862732887268
还有，此歌曲在日本近年一直是为人熟知的童谣歌曲。,"Also, this song has been a well-known song in Japan lately.","In addition, this song has been a well-known nursery rhyme song in Japan in recent years.",还有 此歌曲在日本近年一直是为人熟知的童谣歌曲,also this song has been a well known song in japan lately,in addition this song has been a well known nursery rhyme song in japan in recent years,4191.862732887268
圣约翰教堂是荷兰城市豪达的一座教堂，外观为哥特式建筑，内部的花窗玻璃极具特色。,"St. John's Church is a church in the Dutch city of Haada, with a gated exterior, and its internal window glass is very unique.","The Sint Janskerk in Gouda, the Netherlands, with an appearance of Gothic architecture, its stained glass windows within makes it rather unique.",圣约翰教堂是荷兰城市豪达的一座教堂 外观为哥特式建筑 内部的花窗玻璃极具特色,st john s church is a church in the dutch city of haada with a gated exterior and its internal window glass is very unique,the sint janskerk in gouda the netherlands with an appearance of gothic architecture its stained glass windows within makes it rather unique,4191.862732887268
巴罗克时期音乐中的持续低音声部几乎无处不在，为音乐提供了和声骨架。,"In the Baroque period, the continuous low-pitched sound of music was almost everywhere, providing the harmony of the music.",Continuous bass as signature of Baroque musical period and provide harmonic structures.,巴罗克时期音乐中的持续低音声部几乎无处不在 为音乐提供了和声骨架,in the baroque period the continuous low pitched sound of music was almost everywhere providing the harmony of the music,continuous bass as signature of baroque musical period and provide harmonic structures,4191.862732887268
隆庆二年，登进士第三甲第二百八十四名。,the Golden溫  sachet Cheng Jiou in 25 against 17,"In the second year of Longqing, win the two hundred and eighty fourth place at Jinshi third round.",隆庆二年 登进士第三甲第二百八十四名,the golden溫 sachet cheng jiou in 25 against 17,in the second year of longqing win the two hundred and eighty fourth place at jinshi third round,4191.862732887268
张宗灏，山西曲沃人，清朝政治人物。,"Zhang Zonghao, the man of Shanxi, the political figure of Qing Dynasty","Zhang Zonghao, born in Quwo, Shanxi, was a politician during Qing the dynasty.",张宗灏 山西曲沃人 清朝政治人物,zhang zonghao the man of shanxi the political figure of qing dynasty,zhang zonghao born in quwo shanxi was a politician during qing the dynasty,4191.862732887268
弗兰·利波维兹是一位美国作家、演讲家、业余演员。,"Fulán Leibovitz is an American writer, speaker and actor.","Frances Lebowitz is an American author, public speaker, and occasional actor.",弗兰 利波维兹是一位美国作家 演讲家 业余演员,fulán leibovitz is an american writer speaker and actor,frances lebowitz is an american author public speaker and occasional actor,4191.862732887268
